"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000000355",27.1439931272055,0.24470300574947,0.568097659329536,0.430741091308607,0.666656637150711,0.780376600140273
"ENSMUSG00000000359",0.490572111168325,-0.830382961251499,3.95851250760389,-0.209771463310125,0.833846046487742,NA
"ENSMUSG00000000365",854.314468933228,-1.08807628959178,0.207043235676574,-5.25530953009005,1.47775721245771e-07,4.07290203891782e-06
"ENSMUSG00000000374",421.568071551877,-0.717013184624249,0.192513339691671,-3.72448572017199,0.000195713789500597,0.00161086032022974
"ENSMUSG00000000378",52.6256139549162,-0.582731243293728,0.374689694351951,-1.5552369122444,0.119889656208014,0.233700869376427
"ENSMUSG00000000384",54.8529677156834,-1.40218930515642,0.354534059707523,-3.9550200235012,7.65282420304398e-05,0.00075841714893243
"ENSMUSG00000000386",5.26174038211321,-1.06564978671565,0.85659822600872,-1.24404855667399,0.213481692593595,0.356402468848631
"ENSMUSG00000000392",1.80463091738791,2.82323203995454,1.65403236369168,1.70687835493937,0.0878446647278645,0.186146238079431
"ENSMUSG00000000399",582.515028959882,-0.264124799343188,0.294786916353617,-0.895985488807627,0.370260513498305,0.524670737740783
"ENSMUSG00000000402",106.820574277902,0.429346850894948,0.299678036346618,1.43269375403391,0.151945375250295,0.277824117178606
"ENSMUSG00000000416",221.48389699619,1.3747450670403,0.287224673076879,4.78630562031256,1.69879309572961e-06,3.20359846475412e-05
"ENSMUSG00000000420",313.405590227198,-0.709690558191485,0.260546544317232,-2.72385327562584,0.00645251653159133,0.0254772282279011
"ENSMUSG00000000435",0.294795882700773,0.947978424250538,4.29661750147576,0.220633655177575,0.825377693716741,NA
"ENSMUSG00000000439",358.92128658515,-0.346668389544138,0.189084206085547,-1.83340743640584,0.0667420025466417,0.151432945686533
"ENSMUSG00000000440",71.0047870228701,-1.37002517680216,0.408748423176377,-3.35175648178829,0.000803006185372207,0.00493706614153631
"ENSMUSG00000000441",2227.23437287993,-0.813829773395544,0.254990367814807,-3.19160986499147,0.00141482292379092,0.00775321120619559
"ENSMUSG00000000486",6.27922492508812,0.468967227701202,0.58331259842573,0.803972396562103,0.421412916928985,0.574390410447924
"ENSMUSG00000000489",54.7298149567954,-1.92260523003455,0.43528101241297,-4.41692877751921,1.00113199309023e-05,0.000141791949231618
